URL,Tempo richiesta,Tempo estrazione Name,Tempo estrazione Code,Tempo estrazione Legal Form,Tempo estrazione Status,Tempo estrazione Reg. Date,Tempo estrazione Capital,Tempo estrazione Address,Tempo estrazione Del. Date,Tempo estrazione dati Rapp.,Tempo estrazione Partners,Tempo estrazione Activity
https://ariregister.rik.ee/eng/company/80063612/Aiandusühistu-Aespa-Fantaasia?search_id=56880fa&pos=34,569805800,0,1001500,0,999900.0,0,0.0,999100.0,0,0,999900,1000100
https://ariregister.rik.ee/eng/company/80023558/Aiandusühistu-Aespa-Kaseke?search_id=56880fa&pos=35,324723400,1001200,0,0,,998900,,,1000800,0,0,0
https://ariregister.rik.ee/eng/company/80133583/AIANDUSÜHISTU-AESPA-KUUSEKE?search_id=56880fa&pos=36,755696900,0,1005000,0,1006000.0,0,0.0,0.0,0,990500,0,999700
https://ariregister.rik.ee/eng/company/80107752/Aiandusühistu-Aespa-Loodus?search_id=56880fa&pos=37,1109193300,0,1001400,0,0.0,999600,0.0,999700.0,999000,0,998300,0
https://ariregister.rik.ee/eng/company/80136713/Aiandusühistu-Aespa-Mobile?search_id=56880fa&pos=38,459340500,0,0,0,0.0,0,1000100.0,0.0,987800,0,994400,0
https://ariregister.rik.ee/eng/company/80064190/aiandusühistu-AESPA-NURME?search_id=56880fa&pos=39,877346300,994000,0,995000,,996300,,,0,0,1010200,0
https://ariregister.rik.ee/eng/company/80039529/Aiandusühistu-Aespa-Puravik?search_id=56880fa&pos=40,410871200,1000900,0,1002700,0.0,0,1000200.0,0.0,0,996900,0,1000000
https://ariregister.rik.ee/eng/company/80140293/Aiandusühistu-Aespa-Rosinka?search_id=56880fa&pos=41,557708700,0,999600,0,,0,,,998000,0,0,1000900
https://ariregister.rik.ee/eng/company/80097806/Aiandusühistu-Aespa-Rukkilill?search_id=56880fa&pos=42,248454500,0,1001100,0,0.0,1009600,0.0,999300.0,998700,0,991700,0
https://ariregister.rik.ee/eng/company/80053861/AIANDUSÜHISTU-AESPA-SIGMA?search_id=56880fa&pos=43,426245700,1008100,0,1003100,,996400,,,0,0,1001300,0
https://ariregister.rik.ee/eng/company/80111742/Aiandusühistu-AESPA-TELFO?search_id=56880fa&pos=44,288741300,0,0,1003300,,0,,,0,998300,998500,0
https://ariregister.rik.ee/eng/company/80102329/Aiandusühistu-KAPA-AESPA?search_id=56880fa&pos=45,336073000,0,1006200,1000700,998400.0,1042300,0.0,999900.0,0,0,1009300,0
https://ariregister.rik.ee/eng/company/80017776/Aiandusühistu-Vedu-Aespa?search_id=56880fa&pos=46,657864500,0,1001300,0,998900.0,0,0.0,999800.0,0,0,0,1000400
https://ariregister.rik.ee/eng/company/11306854/OÜ-Aidu-Tööstuspark?search_id=56880fa&pos=47,382582800,0,1016100,0,,0,,,0,984400,0,1002700
https://ariregister.rik.ee/eng/company/12384365/Aili-Riispapp?search_id=56880fa&pos=48,256674700,999600,1000800,0,,0,,,0,998200,505900,999200
https://ariregister.rik.ee/eng/company/14979217/Ainane-Looduspaik-OÜ?search_id=56880fa&pos=49,934160600,0,1000800,0,0.0,999400,0.0,1000000.0,999200,0,0,1000100
https://ariregister.rik.ee/eng/company/11009168/OSAÜHING-AIRSPACE?search_id=56880fa&pos=50,275473800,0,1004800,0,996700.0,0,0.0,998900.0,0,0,993100,1008500
https://ariregister.rik.ee/eng/company/12778992/Aitäh!-OÜ?search_id=56880fa&pos=51,709171800,0,0,999600,998700.0,0,0.0,0.0,0,1001000,1001300,997600
https://ariregister.rik.ee/eng/company/14043183/A-ja-K-Siivouspalvelu-OÜ?search_id=56880fa&pos=52,324832200,0,994300,0,1001000.0,0,0.0,0.0,0,997200,0,1000500
https://ariregister.rik.ee/eng/company/12992283/AJ-Consult-OÜ?search_id=56880fa&pos=53,606353700,1034800,0,1002200,0.0,0,998000.0,0.0,0,1012100,0,1007500
https://ariregister.rik.ee/eng/company/16233456/AJ-Veljekset-rakennuspalvelut-Eesti-OÜ?search_id=56880fa&pos=54,376411600,1002800,0,997300,1001900.0,998800,0.0,961000.0,0,0,999700,0
https://ariregister.rik.ee/eng/company/12623232/Akwaba-Spa-OÜ?search_id=56880fa&pos=55,839078400,0,1001900,1001900,0.0,969600,999300.0,1000600.0,995600,0,994300,0
https://ariregister.rik.ee/eng/company/11233517/OÜ-Alar-Haljaste-Siivouspalvelus?search_id=56880fa&pos=56,1061507800,0,1001500,0,1000900.0,0,0.0,0.0,0,998000,0,1000100
https://ariregister.rik.ee/eng/company/12607693/ALDONSPART-OÜ?search_id=56880fa&pos=57,465063200,0,1003800,0,999600.0,0,0.0,999100.0,0,0,0,1000700
https://ariregister.rik.ee/eng/company/16254949/Aleksandar-Spasic-OÜ?search_id=56880fa&pos=58,740935100,1000900,999600,1000400,1035800.0,1036700,0.0,964700.0,0,0,963100,0
https://ariregister.rik.ee/eng/company/16210018/Aleksander-Spatar?search_id=56880fa&pos=59,392060200,0,0,0,,0,,,997700,0,0,999900
https://ariregister.rik.ee/eng/company/11565053/Aleksandr-Bespalov?search_id=56880fa&pos=60,484877200,994400,0,1000100,0.0,0,998200.0,0.0,0,1000700,960700,1000500
https://ariregister.rik.ee/eng/company/11610492/Aleksandr-Spaštšanski?search_id=56880fa&pos=61,810064200,1008300,0,0,,0,,,1003300,988500,1003500,0
https://ariregister.rik.ee/eng/company/10829923/ALEKSANDR-SPATAR?search_id=56880fa&pos=62,327209800,0,996700,0,,0,,,0,1012600,989700,0
https://ariregister.rik.ee/eng/company/10166411/Osaühing-Alekspa?search_id=56880fa&pos=63,759926700,0,1006600,0,,0,,,0,998400,0,1000400
https://ariregister.rik.ee/eng/company/14495850/Alesya-nail-spa-OÜ?search_id=56880fa&pos=64,538669800,990400,0,998900,0.0,0,998800.0,0.0,0,1001900,1001800,999800
https://ariregister.rik.ee/eng/company/11193083/Osaühing-Alfa-Ehituspartner?search_id=56880fa&pos=65,244823400,1048800,0,997700,,0,,,0,999600,999800,0
https://ariregister.rik.ee/eng/company/11023197/Alliklepa-Invest-Osaühing?search_id=56880fa&pos=66,394197800,0,0,0,,0,,,1004800,0,0,994500
https://ariregister.rik.ee/eng/company/16102576/AllSpark-Energy-1-UÜ?search_id=56880fa&pos=67,635057800,0,1003100,0,0.0,1002000,0.0,996800.0,1002500,0,998600,0
https://ariregister.rik.ee/eng/company/16102725/AllSpark-Energy-2-UÜ?search_id=56880fa&pos=68,363263300,1000600,0,1001200,997200.0,0,0.0,0.0,0,1002100,0,998700
https://ariregister.rik.ee/eng/company/16102665/AllSpark-Energy-3-UÜ?search_id=56880fa&pos=69,411272200,998100,0,1002000,0.0,0,997300.0,0.0,0,1177900,0,783800
https://ariregister.rik.ee/eng/company/16102688/AllSpark-Energy-4-UÜ?search_id=56880fa&pos=70,883164800,0,1001800,0,998900.0,0,0.0,0.0,0,1000000,0,1000000
https://ariregister.rik.ee/eng/company/16102754/AllSpark-Energy-5-UÜ?search_id=56880fa&pos=71,674081200,0,0,0,0.0,1000200,0.0,999200.0,999100,0,999400,0
https://ariregister.rik.ee/eng/company/16100883/AllSpark-Energy-OÜ?search_id=56880fa&pos=72,294253200,971200,0,1030500,0.0,0,1001700.0,0.0,0,997400,998900,0
https://ariregister.rik.ee/eng/company/12208510/AllSpark-Group-OÜ?search_id=56880fa&pos=73,325497400,1000700,0,0,1508700.0,0,0.0,1046500.0,0,0,999700,1000000
https://ariregister.rik.ee/eng/company/12989482/AllSpark-OÜ?search_id=56880fa&pos=74,364659200,1003300,0,998200,1001400.0,0,0.0,0.0,0,997900,0,999800
https://ariregister.rik.ee/eng/company/16315450/AL-Spar--Invest-OÜ?search_id=56880fa&pos=75,304697300,961400,0,1067700,0.0,0,972700.0,0.0,0,1001100,0,994200
https://ariregister.rik.ee/eng/company/11278508/osaühing-Amrita-Salong?search_id=56880fa&pos=76,597004600,0,0,1000800,,996400,,,0,0,1000100,0
https://ariregister.rik.ee/eng/company/11471961/Osaühing-AMUN?search_id=56880fa&pos=77,328335400,0,0,0,0.0,999700,0.0,999900.0,1000200,0,962600,0
https://ariregister.rik.ee/eng/company/11795528/Andrei-Maspanov?search_id=56880fa&pos=78,268931000,0,0,0,,0,,,1000000,0,0,999500
https://ariregister.rik.ee/eng/company/16535269/Anitiw-Space-OÜ?search_id=56880fa&pos=79,553762500,0,998700,0,0.0,1000200,0.0,998700.0,1000400,0,999900,0
https://ariregister.rik.ee/eng/company/14064647/Annika-Raim-Consultancy-OÜ?search_id=56880fa&pos=80,401202900,0,999200,0,0.0,999400,0.0,1000000.0,1046600,0,1000300,0
https://ariregister.rik.ee/eng/company/10860985/ANSA-SPARI-KAUBANDUSE-OÜ?search_id=56880fa&pos=81,346540400,998900,0,998800,,999600,,,0,0,1000000,0
https://ariregister.rik.ee/eng/company/16445804/Anspar-OÜ?search_id=56880fa&pos=82,847456300,0,1000100,0,1000100.0,0,0.0,0.0,0,998700,0,1001200
https://ariregister.rik.ee/eng/company/10343273/Antuk-NLP-osaühing?search_id=56880fa&pos=83,205869200,0,0,0,,0,,,997000,0,0,996100
https://ariregister.rik.ee/eng/company/14242764/AP-Juhtimispartner-OÜ?search_id=56880fa&pos=84,911160800,996700,0,1002400,999200.0,0,0.0,0.0,0,998700,999300,1000800
https://ariregister.rik.ee/eng/company/10635834/OÜ-Aqua-Spas-Kaubandus?search_id=56880fa&pos=85,267197500,997600,0,0,,1002200,,,1042400,0,0,0
https://ariregister.rik.ee/eng/company/11953810/Arameya-OÜ?search_id=56880fa&pos=86,523430200,0,1001700,1000200,997900.0,0,0.0,0.0,0,1001300,0,1000500
https://ariregister.rik.ee/eng/company/14640393/Araspa-OÜ?search_id=56880fa&pos=87,695574400,1000100,0,1000400,0.0,0,998200.0,0.0,0,1002000,0,997100
https://ariregister.rik.ee/eng/company/12412794/ArcticEvent-OÜ?search_id=56880fa&pos=88,396276500,0,0,0,,0,,,999500,0,0,999700
https://ariregister.rik.ee/eng/company/11026540/ARCTIC-SPA-EESTI-Osaühing?search_id=56880fa&pos=89,305847200,0,1004500,0,,0,,,0,997000,999600,0
https://ariregister.rik.ee/eng/company/14222135/Arctic-Spas-OÜ?search_id=56880fa&pos=90,285876000,999300,964300,0,1043500.0,997900,0.0,995300.0,0,0,1001800,0
https://ariregister.rik.ee/eng/company/11032121/Arctic-Spas-OÜ?search_id=56880fa&pos=91,284371900,0,0,1002000,,0,,,0,1007000,1001600,0
https://ariregister.rik.ee/eng/company/14334957/ArenaSpace-OÜ?search_id=56880fa&pos=92,650003600,996400,0,1001300,1002700.0,0,0.0,0.0,0,1000000,0,995800
https://ariregister.rik.ee/eng/company/16469029/Arenduspank-OÜ?search_id=56880fa&pos=93,653959300,1004800,0,1006500,0.0,0,990000.0,0.0,0,998400,1002600,0
https://ariregister.rik.ee/eng/company/10365613/Arenduspartner-Infosüsteemid-ja-Äriprotsessid-OÜ?search_id=56880fa&pos=94,844252300,1001100,0,0,0.0,1000300,998900.0,0.0,1000700,0,999900,0
https://ariregister.rik.ee/eng/company/80229461/mittetulundusühing-Arenduspartner?search_id=56880fa&pos=95,252844400,0,1000100,0,,0,,,0,1004000,0,996400
https://ariregister.rik.ee/eng/company/10942720/Arenduspartner-OÜ?search_id=56880fa&pos=96,805453100,0,0,0,,0,,,1002500,0,0,997500
https://ariregister.rik.ee/eng/company/14038182/Arenduspartner-OÜ?search_id=56880fa&pos=97,717483700,0,968300,0,,0,,,0,999500,0,1050500
https://ariregister.rik.ee/eng/company/12960128/Armeslow-OÜ?search_id=56880fa&pos=98,699107100,0,0,0,0.0,0,0.0,998400.0,1001600,0,997100,0
https://ariregister.rik.ee/eng/company/16318767/ArtCollectingSpace-OÜ?search_id=56880fa&pos=99,246957400,0,1003000,0,1003400.0,0,0.0,0.0,0,999300,0,999900
https://ariregister.rik.ee/eng/company/11291526/Artjom-Spasski?search_id=56880fa&pos=100,321522600,0,0,0,,0,,,1012200,0,0,998400
https://ariregister.rik.ee/eng/company/14183760/ART-SPACE-OÜ?search_id=56880fa&pos=101,597794500,0,1001500,0,0.0,0,0.0,999800.0,999000,0,998900,0
https://ariregister.rik.ee/eng/company/16205655/Art-Sparrow-OÜ?search_id=56880fa&pos=102,629929700,999700,0,997900,1010700.0,0,0.0,0.0,0,989700,0,998500
https://ariregister.rik.ee/eng/company/12683337/ARUBAUM-TRANS-OÜ?search_id=56880fa&pos=103,302090200,0,0,0,0.0,999500,995200.0,0.0,1006500,0,0,1000100
https://ariregister.rik.ee/eng/company/12558635/ArvestusPartner-OÜ?search_id=56880fa&pos=104,969099500,1039800,0,999200,999700.0,0,0.0,0.0,0,1000500,0,1005900
https://ariregister.rik.ee/eng/company/10083300/OÜ-Asa-Spa?search_id=56880fa&pos=105,872033300,0,0,995300,1001100.0,997000,0.0,0.0,0,1001900,1000700,0
https://ariregister.rik.ee/eng/company/14176300/Aseri-Tööstuspark-OÜ?search_id=56880fa&pos=106,396202000,0,997400,0,1003100.0,1046200,0.0,999600.0,0,0,955600,0
https://ariregister.rik.ee/eng/company/project/9000344586?search_id=56880fa&pos=107,274453900,0,0,0,0.0,0,1045100.0,0.0,1000400,953400,999700,0
https://ariregister.rik.ee/eng/company/14588586/ASPACE-OÜ?search_id=56880fa&pos=108,367977600,0,0,0,996600.0,0,1013300.0,0.0,1002900,986500,1000300,0
https://ariregister.rik.ee/eng/company/10212909/aktsiaselts-ASPA-HULGI?search_id=56880fa&pos=109,728743600,1000900,0,0,,1001000,,,1000800,0,998100,0
https://ariregister.rik.ee/eng/company/10285541/OSAÜHING-ASPAL-HAMBARAVI?search_id=56880fa&pos=110,423372400,1001000,0,0,,1000300,,,1000300,0,998800,0
https://ariregister.rik.ee/eng/company/12161234/Aspa-OÜ?search_id=56880fa&pos=111,614711900,0,990700,0,997500.0,1005100,0.0,997300.0,0,0,0,963900
https://ariregister.rik.ee/eng/company/10257556/osaühing-Asparagos?search_id=56880fa&pos=112,865180000,0,1000700,0,1000400.0,0,0.0,0.0,0,1004800,999600,995200
https://ariregister.rik.ee/eng/company/14430891/Asparagus-OÜ?search_id=56880fa&pos=113,321140900,0,1002600,0,997300.0,996300,0.0,1004800.0,0,0,998900,0
https://ariregister.rik.ee/eng/company/11412488/Aspar-Eesti-Osaühing?search_id=56880fa&pos=114,373625400,999900,0,1002600,0.0,0,996600.0,0.0,0,999900,0,1000800
https://ariregister.rik.ee/eng/company/14697223/ASPARK-OÜ?search_id=56880fa&pos=115,1573490400,0,1064200,0,0.0,1045200,0.0,1000100.0,936200,0,1000800,0
https://ariregister.rik.ee/eng/company/10442584/osaühing-Aspar?search_id=56880fa&pos=116,361711700,999300,0,1000700,,999200,,,0,0,999600,0
https://ariregister.rik.ee/eng/company/12743002/Aspar-Teenused-OÜ?search_id=56880fa&pos=117,849835200,0,1005500,0,995600.0,1002800,0.0,997100.0,0,0,998600,0
https://ariregister.rik.ee/eng/company/10090576/Osaühing-ASPAR-TRANS?search_id=56880fa&pos=118,422795900,0,0,999100,0.0,0,999300.0,0.0,0,999900,0,1000000
https://ariregister.rik.ee/eng/company/14508541/Asparuh-OÜ?search_id=56880fa&pos=119,296744400,0,960000,0,0.0,1000300,0.0,996300.0,1045600,0,999400,0
https://ariregister.rik.ee/eng/company/12228530/ASTRANCE-OÜ?search_id=56880fa&pos=120,438961200,959800,0,1003900,,0,,,0,995100,1006300,0
https://ariregister.rik.ee/eng/company/12307424/Atlas-Aerospace-Accessories-Eesti-OÜ?search_id=56880fa&pos=121,242551600,1001400,0,1000300,,999100,,,0,0,1001800,0
https://ariregister.rik.ee/eng/company/11924575/AT-Rakennuspalvelu-OÜ?search_id=56880fa&pos=122,290823200,1042100,0,991200,,997900,,,0,0,1001700,0
https://ariregister.rik.ee/eng/company/80393870/MTÜ-Auspaus?search_id=56880fa&pos=123,251249700,1000400,1000700,0,999000.0,1013900,980800.0,997900.0,0,1985800,997200,989000
https://ariregister.rik.ee/eng/company/14613108/Auto-Coin-Payments-OÜ?search_id=56880fa&pos=124,317477700,1000400,1017700,0,980100.0,1000000,0.0,999800.0,0,0,1000600,0
https://ariregister.rik.ee/eng/company/10531327/Autospa-Center-OÜ?search_id=56880fa&pos=125,684538100,0,0,0,0.0,997500,997100.0,0.0,1004300,0,1000200,0
https://ariregister.rik.ee/eng/company/12829666/AutoSpa-Expert-OÜ?search_id=56880fa&pos=126,312661000,0,1001100,0,0.0,0,0.0,1005100.0,998400,0,0,1558900
https://ariregister.rik.ee/eng/company/14962895/Auto-SPA-OÜ?search_id=56880fa&pos=127,686099600,998800,0,0,0.0,0,1012400.0,0.0,999000,988700,0,996500
https://ariregister.rik.ee/eng/company/12159183/AUTO-SPA-OÜ?search_id=56880fa&pos=128,561466500,1007200,0,992200,,1009500,,,0,0,0,0
https://ariregister.rik.ee/eng/company/11458437/AVA-SPA-investment-OÜ?search_id=56880fa&pos=129,434268500,0,1009400,0,987500.0,999100,0.0,1002700.0,0,0,998700,0
https://ariregister.rik.ee/eng/company/10258124/Osaühing-Avispa?search_id=56880fa&pos=130,441744700,0,0,0,0.0,0,997800.0,0.0,1012700,1000100,0,1000000
https://ariregister.rik.ee/eng/company/14315581/AWestSpark-OÜ?search_id=56880fa&pos=131,631316200,0,998100,0,0.0,990100,0.0,1010300.0,999600,0,1001600,0
https://ariregister.rik.ee/eng/company/12751384/B2AND-OÜ?search_id=56880fa&pos=132,693214100,0,996200,0,0.0,1043100,0.0,965000.0,999100,0,0,939800
https://ariregister.rik.ee/eng/company/11587505/BaborSpa-OÜ?search_id=56880fa&pos=133,543301500,0,0,1001000,,0,,,0,999400,999900,0
https://ariregister.rik.ee/eng/company/12711172/Backspacer-OÜ?search_id=56880fa&pos=134,710307500,0,1000000,0,999000.0,1000200,0.0,1000000.0,0,0,1000000,0
https://ariregister.rik.ee/eng/company/16338801/Badassparts-Baltics-OÜ?search_id=56880fa&pos=135,445682700,999500,0,1000000,0.0,548300,1006900.0,0.0,0,993100,1043900,0
https://ariregister.rik.ee/eng/company/14301188/Badassparts-Estonia-OÜ?search_id=56880fa&pos=136,644908700,0,988500,0,1039300.0,0,0.0,0.0,0,999100,0,998800
https://ariregister.rik.ee/eng/company/14067315/Baltest-Autospa-OÜ?search_id=56880fa&pos=137,770294300,0,1002600,0,998000.0,0,0.0,1001400.0,0,1002800,968300,1029400
https://ariregister.rik.ee/eng/company/12421729/Osaühing-Baltic-Aviation-Space-Agency?search_id=56880fa&pos=138,249493400,0,0,0,,1002500,,,990100,0,966700,0
https://ariregister.rik.ee/eng/company/12238735/Baltic-SPA-OÜ?search_id=56880fa&pos=139,427825400,1001400,0,959100,1039300.0,1001400,0.0,0.0,0,999900,998700,0
https://ariregister.rik.ee/eng/company/14092365/Baltic-Transparent-Freight-OÜ?search_id=56880fa&pos=140,754711100,992400,0,0,0.0,0,999700.0,0.0,1001000,1008600,997900,0
https://ariregister.rik.ee/eng/company/11055731/Osaühing-Balti-Ehituspartner?search_id=56880fa&pos=141,375627100,0,0,0,,1001000,,,981500,0,1034700,0
https://ariregister.rik.ee/eng/company/11169311/Balti-Oksjonimaja-OÜ?search_id=56880fa&pos=142,243861800,0,0,998900,,1012200,,,0,0,987800,0
https://ariregister.rik.ee/eng/company/12097453/Baltresto-Production-OÜ?search_id=56880fa&pos=143,363424400,0,0,0,0.0,0,999600.0,0.0,999700,999900,1000400,0
https://ariregister.rik.ee/eng/company/12684877/Balttian-Asiakaspalvelu-OÜ?search_id=56880fa&pos=144,655646500,1033900,0,962900,,999600,,,0,0,1001500,0
https://ariregister.rik.ee/eng/company/11590996/Barefoot-Entertainment-Group-osaühing?search_id=56880fa&pos=145,615805500,0,961300,0,0.0,1000600,0.0,998900.0,1041100,0,999200,0
https://ariregister.rik.ee/eng/company/14335939/Barre-Spaces-OÜ?search_id=56880fa&pos=146,639480900,1000900,0,1000400,0.0,0,999600.0,0.0,0,1001200,0,998900
https://ariregister.rik.ee/eng/company/12402608/BBS-Kindlustuspartner-OÜ?search_id=56880fa&pos=147,396638300,0,0,0,0.0,997100,999200.0,0.0,1000600,0,1000600,0
https://ariregister.rik.ee/eng/company/10872209/BCG-Haldus-OÜ?search_id=56880fa&pos=148,447443300,1001100,0,1000400,0.0,0,999100.0,0.0,0,999900,0,1000200
https://ariregister.rik.ee/eng/company/11683255/BEADSCAT-OÜ?search_id=56880fa&pos=149,620277300,1000900,0,999200,0.0,0,999300.0,0.0,0,1000100,0,999400
https://ariregister.rik.ee/eng/company/10639536/OÜ-Beauty-Pro?search_id=56880fa&pos=150,518460900,998500,966000,0,1114900.0,1001300,919900.0,0.0,0,0,963800,0
https://ariregister.rik.ee/eng/company/14348310/Beautyspa-Baltic-OÜ?search_id=56880fa&pos=151,686668600,997000,999200,0,0.0,0,1027900.0,0.0,1014400,0,1002200,0
https://ariregister.rik.ee/eng/company/16329328/BeautySpace-OÜ?search_id=56880fa&pos=152,739561600,0,0,0,0.0,0,0.0,0.0,1000900,1546600,0,1048200
https://ariregister.rik.ee/eng/company/11647035/Beauty-Spa-Ilusalong-OÜ?search_id=56880fa&pos=153,299710700,0,0,1050800,,985600,,,0,0,1001700,0
https://ariregister.rik.ee/eng/company/11071291/Belcar-International-OÜ?search_id=56880fa&pos=154,649330700,0,0,0,,0,,,1000600,0,0,959000
https://ariregister.rik.ee/eng/company/16315697/Belief-España-OÜ?search_id=56880fa&pos=155,1164168600,1012700,0,1003900,0.0,0,996100.0,0.0,0,1005900,0,994500
